epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.3831,1.35345,2.61007,1.41921,0.00641,0.96154,0.36695,0.15212,1.67944,2.87217,1.77317,0.00014,0.00014,0.00014
2,5.41799,0.99958,2.10308,1.14661,0.00667,1,0.77064,0.51293,0.98732,2.60656,1.29931,0.00029703,0.00029703,0.00029703
3,7.19487,1.04271,1.7087,1.21046,0.00654,0.98077,0.83496,0.50534,1.11693,2.55115,1.36875,0.000450892,0.000450892,0.000450892
4,8.93299,1.00576,1.45909,1.20301,0.9097,0.58134,0.77967,0.50316,1.13706,2.42932,1.43125,0.000601586,0.000601586,0.000601586
5,10.6873,1.04472,1.30289,1.1932,0.95797,0.4385,0.72004,0.43822,1.44885,2.36844,1.60477,0.000749112,0.000749112,0.000749112
6,12.4415,1.04059,1.25907,1.20367,0.86878,0.38206,0.46911,0.29764,2.01244,2.29059,2.03593,0.00089347,0.00089347,0.00089347
7,14.2215,1.08103,1.20641,1.20004,0.78549,0.46154,0.59304,0.3754,1.61495,2.17612,1.76383,0.00103466,0.00103466,0.00103466
8,15.9512,1.01322,1.1158,1.144,0.52126,0.32692,0.33633,0.15857,1.78539,2.58472,1.7558,0.00117268,0.00117268,0.00117268
9,17.6682,1.02768,1.10164,1.13963,0.65489,0.5,0.62535,0.3195,1.6122,2.31508,1.75234,0.00130754,0.00130754,0.00130754
10,19.3757,0.99868,1.06642,1.15938,0.65743,0.66438,0.65489,0.3388,1.55227,2.0809,1.74307,0.00143922,0.00143922,0.00143922
11,21.1066,1.02074,1.13056,1.185,0.67176,0.78846,0.77435,0.4713,1.22611,1.84753,1.47432,0.00156774,0.00156774,0.00156774
12,22.8212,1.04206,1.08652,1.17578,0.7847,0.76923,0.83569,0.53587,1.23397,1.70115,1.40244,0.00169309,0.00169309,0.00169309
13,24.5387,1.03155,1.02512,1.15765,0.88574,0.78846,0.87452,0.53914,1.26637,1.54466,1.48011,0.0017624,0.0017624,0.0017624
14,26.2799,1.013,1.04198,1.16335,0.8776,0.76923,0.84749,0.47003,1.5056,1.43082,1.83811,0.0017426,0.0017426,0.0017426
15,27.9982,1.04074,0.98976,1.14849,0.86126,0.83575,0.88013,0.57071,1.14515,1.27572,1.46076,0.0017228,0.0017228,0.0017228
16,29.7261,1.01859,1.02866,1.13838,0.79412,0.81604,0.82889,0.52458,1.26916,1.37825,1.53512,0.001703,0.001703,0.001703
17,31.4404,0.98408,0.92781,1.13108,0.91653,0.84467,0.91478,0.63167,1.10105,1.2219,1.42349,0.0016832,0.0016832,0.0016832
18,33.1826,0.95497,0.94406,1.13464,0.97739,0.83129,0.90675,0.56029,1.21878,1.20926,1.44595,0.0016634,0.0016634,0.0016634
19,34.9113,0.92955,0.87996,1.10154,0.81351,0.78846,0.81086,0.41789,1.60142,1.49038,1.78897,0.0016436,0.0016436,0.0016436
20,36.6376,0.95223,0.89746,1.11792,0.81782,0.71154,0.76418,0.44515,1.3125,1.73861,1.552,0.0016238,0.0016238,0.0016238
21,38.3619,0.95681,0.87885,1.11066,0.79211,0.7328,0.82746,0.45733,1.41815,1.63943,1.63851,0.001604,0.001604,0.001604
22,40.0754,1.00099,0.95938,1.15231,0.81956,0.67308,0.82351,0.35791,1.70487,1.73323,1.86249,0.0015842,0.0015842,0.0015842
23,41.7881,0.97269,0.95415,1.14384,0.87879,0.83669,0.90345,0.56317,1.22189,1.37965,1.466,0.0015644,0.0015644,0.0015644
24,43.5035,0.90873,0.86838,1.0851,0.79898,0.80769,0.85606,0.57178,1.12338,1.33535,1.35614,0.0015446,0.0015446,0.0015446
25,45.2183,0.93127,0.88627,1.15594,0.87243,0.78914,0.86183,0.52644,1.30005,1.18283,1.50768,0.0015248,0.0015248,0.0015248
26,46.9409,0.96705,0.87201,1.11194,0.87635,0.80769,0.92172,0.60814,1.1412,1.1568,1.33806,0.001505,0.001505,0.001505
27,48.6743,0.91446,0.81657,1.10251,0.8867,0.86538,0.94428,0.67212,0.98133,0.97344,1.22924,0.0014852,0.0014852,0.0014852
28,50.3987,0.87056,0.78885,1.07955,0.89903,0.82692,0.95103,0.64668,1.01896,1.09432,1.27052,0.0014654,0.0014654,0.0014654
29,52.1097,0.89728,0.76197,1.10551,0.96063,0.9385,0.97942,0.66035,0.9793,0.89129,1.22744,0.0014456,0.0014456,0.0014456
30,53.8153,0.8656,0.7403,1.0595,0.9167,0.92308,0.96611,0.66983,0.96414,0.95713,1.22867,0.0014258,0.0014258,0.0014258
31,55.5762,0.85988,0.77335,1.05372,0.96759,0.94231,0.97152,0.66341,1.02061,0.7581,1.26153,0.001406,0.001406,0.001406
32,57.2875,0.85982,0.73497,1.04736,0.94036,0.90975,0.96105,0.65455,1.03091,0.89229,1.31146,0.0013862,0.0013862,0.0013862
33,59.0014,0.7878,0.71945,1.0399,0.94241,0.86538,0.95723,0.65406,1.04024,0.83892,1.29501,0.0013664,0.0013664,0.0013664
34,60.7201,0.85522,0.73516,1.04859,0.92869,0.88462,0.94126,0.64639,1.05405,0.76269,1.31044,0.0013466,0.0013466,0.0013466
35,62.4192,0.82181,0.71931,1.05892,0.97669,0.80593,0.95378,0.66818,1.07171,0.7623,1.31542,0.0013268,0.0013268,0.0013268
36,64.13,0.84597,0.74167,1.05272,0.85467,0.96154,0.95772,0.70279,0.97374,0.71066,1.24106,0.001307,0.001307,0.001307
37,65.8695,0.79491,0.69603,1.03922,0.93925,0.92308,0.9547,0.68411,0.96819,0.66518,1.18631,0.0012872,0.0012872,0.0012872
38,67.5871,0.81354,0.68861,1.03177,0.94176,0.93295,0.96585,0.71519,0.93063,0.66786,1.17461,0.0012674,0.0012674,0.0012674
39,69.3229,0.8139,0.70518,1.03728,0.9441,0.97443,0.9728,0.75831,0.81245,0.61809,1.12,0.0012476,0.0012476,0.0012476
40,71.0611,0.77816,0.69176,1.02395,0.95699,0.96154,0.98233,0.74238,0.83437,0.64454,1.14911,0.0012278,0.0012278,0.0012278
41,72.7679,0.8251,0.69055,1.05527,0.97762,0.96154,0.9739,0.74366,0.87145,0.66191,1.12138,0.001208,0.001208,0.001208
42,74.4801,0.77512,0.67853,1.04904,0.97951,0.91927,0.96384,0.72643,0.88192,0.65523,1.15793,0.0011882,0.0011882,0.0011882
43,76.1881,0.76424,0.66855,1.04291,0.94115,0.92265,0.9625,0.7203,0.87876,0.68987,1.15485,0.0011684,0.0011684,0.0011684
44,77.9031,0.73863,0.64019,1.01552,0.96078,0.94217,0.96383,0.76354,0.79684,0.6337,1.09676,0.0011486,0.0011486,0.0011486
45,79.6237,0.76719,0.63565,1.03398,0.94214,0.93952,0.97313,0.74978,0.81954,0.60815,1.10749,0.0011288,0.0011288,0.0011288
46,81.3331,0.77458,0.65188,1.02751,0.9599,0.9207,0.96555,0.75063,0.83086,0.61052,1.1001,0.001109,0.001109,0.001109
47,83.0414,0.7689,0.6602,1.01814,0.95835,0.94231,0.96505,0.67024,0.98593,0.68709,1.17082,0.0010892,0.0010892,0.0010892
48,84.7565,0.79627,0.67622,1.03995,0.9399,0.94231,0.95278,0.65419,1.02124,0.67191,1.21404,0.0010694,0.0010694,0.0010694
49,86.4624,0.76958,0.65694,1.02951,0.98028,0.95587,0.96823,0.72466,0.82618,0.59246,1.07994,0.0010496,0.0010496,0.0010496
50,88.1657,0.77624,0.6347,1.03759,0.97479,0.98077,0.97455,0.72779,0.89925,0.5861,1.12913,0.0010298,0.0010298,0.0010298
51,89.8764,0.74145,0.63088,1.01133,0.95471,0.94231,0.96155,0.6942,0.89918,0.60747,1.1518,0.00101,0.00101,0.00101
52,91.5864,0.70177,0.59061,0.98799,0.909,0.96051,0.96261,0.67869,0.8829,0.61439,1.17509,0.0009902,0.0009902,0.0009902
53,93.2897,0.7315,0.62184,1.00869,0.95756,0.90385,0.95426,0.67658,0.89776,0.61546,1.19843,0.0009704,0.0009704,0.0009704
54,94.9991,0.74033,0.62056,1.01145,0.93629,0.92308,0.94811,0.67191,0.91628,0.67988,1.20755,0.0009506,0.0009506,0.0009506
55,96.7064,0.74067,0.60649,1.01755,0.91964,0.88032,0.94034,0.70079,0.86981,0.65124,1.1351,0.0009308,0.0009308,0.0009308
56,98.4168,0.73872,0.629,1.00814,0.93965,0.96154,0.96578,0.75486,0.78851,0.57678,1.078,0.000911,0.000911,0.000911
57,100.118,0.73404,0.61873,1.02431,0.96185,0.98077,0.96236,0.74545,0.79903,0.54548,1.08607,0.0008912,0.0008912,0.0008912
58,101.833,0.73484,0.62303,1.00405,0.89258,0.9588,0.95007,0.71468,0.83236,0.59345,1.10656,0.0008714,0.0008714,0.0008714
59,103.542,0.73319,0.61735,1.02835,0.89242,0.9572,0.95436,0.71844,0.8376,0.60218,1.12761,0.0008516,0.0008516,0.0008516
60,105.249,0.68979,0.56317,1.00522,0.90227,0.92308,0.94713,0.69396,0.87336,0.64656,1.16381,0.0008318,0.0008318,0.0008318
61,106.956,0.76291,0.60239,1.03529,0.89004,0.92308,0.94666,0.70255,0.81774,0.62474,1.12069,0.000812,0.000812,0.000812
62,108.665,0.69533,0.54404,0.98733,0.9394,0.89439,0.95247,0.70554,0.90404,0.60722,1.16646,0.0007922,0.0007922,0.0007922
63,110.368,0.68128,0.53925,0.99138,0.92049,0.8906,0.94616,0.71696,0.78818,0.59806,1.11089,0.0007724,0.0007724,0.0007724
64,112.084,0.70491,0.57864,1.02464,0.87456,0.93862,0.94636,0.69337,0.85574,0.62732,1.16159,0.0007526,0.0007526,0.0007526
